"nummer";"gruppe";"foodgroup";"custom_groups";"brand_group_stem";"brand_specific_stem";"generic_specific_stem";"generic_group_stem";"generic_type_stem";"generic_taste_stem";"specific_taste_stem";"processing_stem";"priority";"eco_stem";"light_stem";"unit";"lower_percent_match";"upper_percent_match";"price";"amount";"sum";"foodex2code";"fødevarenavn";"fødevaregruppe";"foodname";"foodgroup_eng";"foodgroupid";"energy_kj";"energy_kcal";"protein";"protein_from_amino_acids";"protein_labeling";"carbohydrate_by_difference";"available_carbohydrates";"available_carbohydrate_labelling";"dietary_fibre";"fat";"alcohol";"salt_labelling";"ash";"dry_matter";"water";"vitamin_a";"retinol";"beta_carotene";"vitamin_d";"vitamin_d3";"vitamin_d2";"25_hydroxy_vitamin_d3_";"25_hydroxy_vitamin_d2";"vitamin_e";"alpha_tocopherol";"beta_tocopherol";"gamma_tocopherol";"delta_tocopherol";"alpha_tocotrienol";"vitamin_k1";"thiamin_vitamin_b1_";"thiamine";"2_1_hydroxyethyl_thiamine";"riboflavin_vitamin_b2_";"niacin_equivalent";"niacin";"vitamin_b6";"pantothenic_acid";"biotin";"folate";"folate_free";"vitamin_b12";"vitamin_c";"ascorbic_acid";"dehydroascorbic_acid";"sodium";"potassium";"calcium";"magnesium";"rubidium";"iron";"copper";"zinc";"manganese";"chromium";"molybdenum";"cobalt";"selenium";"aluminum";"silicon";"boron";"phosphorus";"fluorine";"chloride";"bromine";"iodine";"sulfur";"nickel";"mercury";"arsenic";"cadmium";"lead";"tin";"fructose";"galactose";"glucose";"sum_monosaccharides";"lactose";"maltose";"sucrose";"sum_disaccharides";"maltotriose";"raffinose";"sum_sugars";"added_sugar";"free_sugars";"sorbitol";"mannitol";"inositol";"maltitol";"sum_sugar_alcohols";"starch";"cellulose";"lignin";"insoluble_dietary_fibers";"high_molecular_weight_soluble_dietary_fibre_";"low_molecular_weight_soluble_dietary_fibre_";"crude_fibre";"neutral_detergent_fibre";"l_lactic_acid";"d_lactic_acid";"lactic_acid";"citric_acid";"oxalic_acid";"malic_acid";"acetic_acid";"propionic_acid";"benzoic_acid";"sum_organic_acids";"c4_0";"c6_0";"c8_0";"c10_0";"c12_0";"c13_0";"c14_0";"c15_0";"c16_0";"c17_0";"c18_0";"c20_0";"c21_0";"c22_0";"c23_0";"c24_0";"c12_1_n_1";"c14_1_n_5";"c15_1_n_5";"c16_1_n_7";"c17_1_n_7";"c18_1_n_7";"c18_1_n_9";"c18_1_n_12";"c20_1_n_9";"c20_1_n_11";"c20_1_n_15";"c22_1_n_9";"c22_1_n_11";"c24_1_n_9";"c14_1_n_5_trans";"c16_1_n_7_trans";"c18_1_trans";"c20_1_trans";"c22_1_trans";"c18_2_n_6";"c18_2_conjugated";"c18_3_n_3";"c18_3_n_6";"c18_4_n_3";"c20_2_n_6";"c20_3_n_3";"c20_3_n_6";"c20_4_n_3";"c20_4_n_6";"c20_5_n_3";"c22_2_n_6";"c22_3_n_3";"c22_4_n_6";"c22_5_n_3";"c22_5_n_6";"c22_6_n_3";"c18_2_trans";"other_fatty_acids";"sum_saturated_fatty_acids";"sum_monounsaturated_fatty_acids";"sum_polyunsaturated_fatty_acids";"sum_trans_fatty_acids";"sum_fatty_acids_below_the_detection_limit";"sum_fatty_acids";"sum_n_3_fatty_acids";"sum_n_6_fatty_acids";"cholesterol";"nitrogen";"isoleucine";"leucine";"lysine";"methionine";"cystine";"phenylalanine";"tyrosine";"threonine";"tryptophan";"valine";"arginine";"histidine";"alanine";"aspartic_acid";"glutamic_acid";"glycine";"proline";"serine";"hydroxyproline";"ornithine";"histamine";"serotonin";"tyramine";"phenylethylamine";"putrescine";"cadaverine";"spermine";"spermidine";"sum_biogenic_amines";"waste";"nitrogen_conversion_factor";"fatty_acid_conversion_factor";"density";"match_score";"itemname";"itemnumber";"name";"total_items";"frida_name";"navn"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"loegismose gloegg";"05701924361400";"gloegg";1;"gedeost, fast, 45+";"gedeost, fast, 45+"
"10020";"madforberedelse";"empty";"empty";"empty";"empty";"filt(er|re)";"empty";"kaffe|the|te";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"lommeletter";"05701012307686";"lommeletter";1;"papirfiltre";"papirfiltre"
"296";"oel_og_andre_maltdrikke";"112";"alcoholic drinks";"bcarlsberg\b|heineken|\btuborg\b|\bharboe\b|royal|jacobsen|budweiser|corona|kronenbourg|grimbergen|thisted|harboe64|birkebryg|hoegaarden|odense|frejdhal|crabbies|carlsberg1883|erdinger|leffe|newcastle|stella|bouffone|pilsner|hancock|noerrebro|weissbier|brewmaster|warsteiner|rochest|estrella|wychwood|benediktiner|hyldebryg|mikkeler|ja(c|k)obsen|classic|royal(| )export|lager|san( |)miguel|anarkis|pift|skovlyst";"carlsberg 47|brutalis|master brew";"\bbeer\b|\boel\b|bryg\b|julebryg|paaskebryg|guinnes";"ele(f|ph)ant|pale( |)ale|stout|\bipa\b|\bguld|guld\b|moerk\b|\bmoerk|julebryg|paaskebryg|\bff\b|fine festival";"empty";"abriko|ananas|appl|appelsi|apric|banan|berry|blaab|blueber|baer|cacao|carro|cherr|cinnam|clement|cranb|citr|curra|drue|elderflow|exoti|eksotis|fersk|figen|fig|frugt|ginge|granataeb|\bgrape\b|grapefru|guava|guleroe|havtor|hinbae|honnin|honey|hyben|hyldeb|jordb|kakao|kanel|karam|kirseb|kiwi|klemint|lemo|lime|lingon|mandari|mang|melba|melon|mint|mix(ed | )berry|multi|mynt|orang|passionsfrug|passion(| )fruit|peach|pear|paer|pineappl|pink|pistac|pomegra|rabar|rasin|raspber|rhuba|ribs|rossin|skovb|solb|spinat|strawb|traneb|tropi|tutti( |)fruitti|tytteb|vanil|valnoed|vandmel|walnu|watermel|aebl";"empty";"empty";"empty";"empty";"empty";"empty";"5";"11";"empty";"empty";"empty";"a03md#f02.a06ez$f11.a07ba";"oel, skatteklasse 3, uspec.";"oel og andre maltdrikke";"beer, strong, alc. 7.6 % by vol.";"beer and other malt beverages";"112";"259.5764";"62.1341";"0.4";NA;"0.4";"4.64";"4.64";"4.6";"0";"0";"6";"0.017";"0.16";"11.2";"88.8";"0";"0";"0";"0";"0";NA;NA;NA;"0";"0";NA;NA;NA;"0";"0";"0.007";NA;NA;"0.03";"0.570266667";"0.47";"0.045";"0.085";"1";"2.6";NA;"0.02";"0";"0";NA;"6.8";"64.2";"4.3";"9";NA;"0.02";"0.009";"0.013";"0.018";"1";"2";"0.1";"0.11";NA;NA;NA;"18.4";"3";"28.4";NA;"1.5";NA;"2.3";"0.08";"0.7";"0.05";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4.6";"0";"0";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"0.001";"0.005";NA;"0.013";NA;"0.0069";NA;NA;"0.03";"0.0259";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";NA;"0";"0";"0";"0";"0.064";"8.32";"12.16";"10.88";"3.648";NA;"8.32";"6.016";"9.6";"6.016";"16";"10.88";"8.32";"19.2";"21.76";"58.88";"16.64";"53.12";"12.16";NA;NA;"0.02";"0.03";"0.117";NA;NA;NA;NA;NA;NA;"0";"6.25";"0.7";"1.018";3;"lottrup ipa";"05741000169834";"lottrup ipa";1;"oel, guld-, 5.6 % vol.";"oel, guld-, 5.6 % vol."
"1669";"aegprodukter";"90";"eggs";"empty";"empty";"roeraeg";"mix";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, roeraeg mix, industrifremstillet";"aegprodukter";"eggs, chicken, scrambled eggs mix, industrially produced";"egg products";"90";"551.365";"132.13";"10.875";NA;"10.875";"3.82";"3.82";"3.82";"0";"8.15";"0";"1.14875";"1.855";"24.7";"75.3";"216";"216";NA;NA;NA;NA;NA;NA;"3.35";"3.35";NA;NA;NA;NA;NA;"0.0765";NA;NA;"0.42";"0.09";"0.09";"0.1015";"1.555";"24.7";"85.8";NA;"1.085";"0.8";NA;NA;"459.5";"242.5";"58";"11.5";NA;"1.52";"0.053";"1.07";"0.0325";"0.4";NA;NA;"19";NA;NA;NA;"161.5";NA;"718";NA;"29.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.4";NA;NA;NA;"0";NA;NA;"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.015830269";"0";"0";"0.006784401";"0.016282562";NA;"0.067844009";"0";"1.725951591";NA;"0.669394223";"0";NA;NA;NA;NA;NA;NA;NA;"0.161016448";NA;"0.130260497";"2.683456706";NA;"0.017639442";NA;NA;NA;NA;NA;NA;NA;"0.033017418";NA;NA;"0.909562015";NA;"0.046133926";NA;"0";"0";NA;"0";"0";"0.113073348";"0";NA;NA;NA;"0";NA;"0";"0";"0.168253143";"2.502087055";"2.992373094";"1.06876929";"0.033017418";NA;"6.7645";"0.046133926";"1.022635364";"325.5";"1.74";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.83";NA;3;"love mix oet";"05701073022535";"love mix oet";1;"aeg, hoene, roeraeg mix, industrifremstillet";"aeg, hoene, roeraeg mix, industrifremstillet"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"l";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.3;"lovena vatrondeller";"05712872783442";"lovena vatrondeller";1;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"l";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.2;"lu petit ecolier";"03017760002073";"lu petit ecolier";1;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"s";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.4;"luksus sh. mp svane";"05719800101057";"luksus sh. mp svane";1;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"675";"sukkervarer";"104";"confecture, chocolate, ice cream, and sugar";"anthon(/s|)berg";"\bkit( |)kat|\blion|\btwix|\bmars|smarti|m(\"&\"|\"+\")m|\bdaim\b|milkyway|yankie|bounty|\bkinder\b|toblero|polly|maltese|carlet|lindt|merci|lindor|holly|ritter( |)sport|guld( |)bar(r|)e|fazermint|hershey|maritza|cloetta|raffaello|dumle|quality( |)street|galle(\"&\"| & | )jess|marab|andoa";"chokol|maelkecho|chocol|maelke( |)choko|mjoelkchok";"empty";"lys|maelk";"m(i|ae)lk";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a034j#f04.a0c6b";"chokolade, floede";"chokoladevarer o.l.";"chocolate, milk";"chocolate etc.";"104";"2278.016667";"545.3666667";"7.1";"5.870164582";"7.1";"58.17666667";"57.77666667";"62.4";"0.4";"31.67333333";"0";"0.3175";"1.75";"98.7";"1.3";"103.75";"100";"45";"0";"0";NA;NA;NA;"0.25";"0.25";NA;NA;NA;NA;"0";"0.085";NA;NA;"0.4";"1.611733333";"0.4";"0.035";"0.19";"3";"7";"4";"0";"0";"0";NA;"127";"442";"195.4";"55";NA;"1.485714286";"0.366666667";"1.55";"0.32";"6";"10";NA;"4.5";NA;NA;NA;"240";NA;"270";NA;"17";NA;"92";"0";"0";"3";"4";NA;"3.1";NA;"3.6";"6.7";"7.4";"0";"45.4";"52.8";NA;NA;"59.5";"52.1";"52.1";NA;NA;NA;NA;NA;"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.03457451";"0.230688649";"0.08170223";"0.13520918";"0.263689942";NA;"0.513923045";NA;"7.76555664";"0";"8.870939749";"0.268495955";NA;"0.055429356";NA;"0.028836081";NA;"0.058633365";NA;"0.173336887";NA;"0";"9.182369424";NA;NA;"0.046458131";NA;"0";"0";"0";NA;NA;NA;NA;NA;"0.977543149";NA;"0.085547041";NA;"0";"0";"0";"0";NA;NA;"0";NA;NA;NA;"0";NA;"0";NA;"0";"19.24904534";"9.460797808";"1.06309019";NA;NA;"29.77293333";"0.085547041";"0.977543149";"18";"1.136";"352.16";"647.52";"556.64";"159.04";"31.808";"340.8";"227.2";"204.48";"72.704";"477.12";"238.56";"170.4";"227.2";"568";"1295.04";"170.4";"681.6";"386.24";NA;NA;NA;"1.05";"0.03";"0.38";NA;NA;NA;NA;NA;"0";"6.25";"0.94";NA;2.1;"lys";"05701141056653";"lys";1;"chokolade, floede";"chokolade, floede"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.3;"m&m's crispy";"05000159471961";"mogm' crispy";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;2.2;"maanedens salat";"08718477031312";"maanedens salat";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
